sku,title,desc,quantity,cost-price,price,image,col,vendor,country,line,SV_razmer,teplota,podderjka,razm_nav,razm_podod,razmer_prostini,tip_prostini,visota,napolnitel,napolnitel_chehla,napolnitel_yadra,ves_napolnitel,ves_nopolnitel_chehla,ves_napolnitel_yadra,tkan,sostav_tkan,tip_zast,tip_zast_navol,tip_zast_podod,tip_krepl,tip_stejki,okantovka,upak,tip_upak,kol_upak,material,plotnost,barcode,SV_cvet,tkan_verh,tkan_niz,sostav,Kornevai
АльВиТек-ПA-2-642,"ПА-2-642  КПБ 2 Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",1,1770.0,2655.0,http://alvitek.com.ru/upload/iblock/93e/93eb4b8922418ee3e142ea54399b569c.jpeg,"",AlViTek (АльВиТек),Россия,"",Двуспальное,"","",70х70 (2шт.),175х215,215х220,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925621876,"","","","",Alvitek
АльВиТек-ПA-2-702,"ПА-2-702  КПБ 2 Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",6,1770.0,2655.0,http://alvitek.com.ru/upload/iblock/d70/d702cf8f7b1ab0a074011ce9beaf89aa.jpeg,"",AlViTek (АльВиТек),Россия,"",Двуспальное,"","",70х70 (2шт.),175х215,215х220,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925621890,"","","","",Alvitek
АльВиТек-ПA-3-532,"ПА-3-532  КПБ Евро Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",8,2005.0,3007.5,http://alvitek.com.ru/upload/iblock/acf/acf8996d704bbbc335c908157ecca773.jpeg,"",AlViTek (АльВиТек),Россия,"",Евро,"","",70х70 (2шт.),205х220,220х240,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925621913,"","","","",Alvitek
АльВиТек-ПA-3-642,"ПА-3-642  КПБ Евро Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",1,2005.0,3007.5,http://alvitek.com.ru/upload/iblock/c45/c45d7d8ab503c0bb9f3e088b4438a1a5.jpeg,"",AlViTek (АльВиТек),Россия,"",Евро,"","",70х70 (2шт.),205х220,220х240,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925621906,"","","","",Alvitek
АльВиТек-ПA-3-662,"ПА-3-662  КПБ Евро Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",5,2005.0,3007.5,"","",AlViTek (АльВиТек),Россия,"",Евро,"","",70х70 (2шт.),205х220,220х240,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925621968,"","","","",Alvitek
АльВиТек-ПA-3-702,"ПА-3-702  КПБ Евро Поплин + нав-ки ( 70х70х2шт ) ""АльВиТек""","",4,2005.0,3007.5,http://alvitek.com.ru/upload/iblock/d7a/d7a14ab07ed59e23fb2c5fd45325b2dc.jpeg,"",AlViTek (АльВиТек),Россия,"",Евро,"","",70х70 (2шт.),205х220,220х240,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925621920,"","","","",Alvitek
АльВиТек-ПA-4-532,"ПА-4-532  КПБ Семья Поплин + нав-ки ( 70х70х2 шт ) ""АльВиТек""","",4,2428.0,3642.0,http://alvitek.com.ru/upload/iblock/35b/35bae2030ee29e727f38cc2dff6253b7.jpeg,"",AlViTek (АльВиТек),Россия,"",Семейное (2 пододеяльника),"","",70х70 (2шт.),143х215-2шт.,215х240,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925621944,"","","","",Alvitek
АльВиТек-ПA-4-642,"ПА-4-642  КПБ Семья Поплин + нав-ки ( 70х70х2 шт ) ""АльВиТек""","",2,2428.0,3642.0,http://alvitek.com.ru/upload/iblock/6b7/6b7469e7900c44993b5c390d2c51b929.jpeg,"",AlViTek (АльВиТек),Россия,"",Семейное (2 пододеяльника),"","",70х70 (2шт.),143х215-2шт.,215х240,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925621937,"","","","",Alvitek
АльВиТек-ПA-4-702,"ПА-4-702  КПБ Семья Поплин + нав-ки ( 70х70х2 шт ) ""АльВиТек""","",4,2428.0,3642.0,http://alvitek.com.ru/upload/iblock/7e4/7e4742dd953737916742ed95b9244662.jpeg,"",AlViTek (АльВиТек),Россия,"",Семейное (2 пододеяльника),"","",70х70 (2шт.),143х215-2шт.,215х240,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925621951,"","","","",Alvitek
АльВиТек-ПA-4-662,"ПА-4-662  КПБ Семья Поплин + нав-ки ( 70х70х2 шт ) ""АльВиТек""","",4,2428.0,3642.0,"","",AlViTek (АльВиТек),Россия,"",Семейное (2 пододеяльника),"","",70х70 (2шт.),143х215-2шт.,215х240,Обычная,"","","","","","","",Поплин,100% хлопок,Прорезь(запах),"","","","","",Прямоугольная ПВХ,"","","","",2000925621975,"","","","",Alvitek
ПГС-МФ-04060,"ПГС-МФ-04060 Подушка ""Гостиница-Микрофибра"" 40х60 (мин.10шт)","подушка: чехол ткань микрофибра, наполнитель 0,5кг ""Холфит-шарики"" (полое  извитое силиконизированное волокно), бирка, в пакете",1,0.0,0.0,http://alvitek.com.ru/upload/iblock/5a7/5a7462a4b9631bad7a203be9dbcc117d.jpeg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Alvitek
АльВиТек-CKK-1-601,"CKK-1-601 КПБ 1,5 Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек","",1,2545.0,3817.5,http://alvitek.com.ru/upload/iblock/575/575951fbfc9774d4a7a368445ff7fa44.jpeg,"",AlViTek (АльВиТек),"","",Полутороспальное,"","",50х70 (2шт.),145х215,160х230,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620664,"","","","",Alvitek
АльВиТек-CKK-1-607,"CKK-1-607 КПБ 1,5 Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек","",1,2545.0,3817.5,http://alvitek.com.ru/upload/iblock/caa/caa68c32c328ab991dd97f845770dae2.jpeg,"",AlViTek (АльВиТек),"","",Полутороспальное,"","",50х70 (2шт.),145х215,160х230,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620688,"","","","",Alvitek
АльВиТек-CKK-1-609,"CKK-1-609 КПБ 1,5 Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек","",1,2545.0,3817.5,http://alvitek.com.ru/upload/iblock/e90/e903e5ff763f0422c5c5e7503c2468c1.jpeg,"",AlViTek (АльВиТек),"","",Полутороспальное,"","",50х70 (2шт.),145х215,160х230,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620695,"","","","",Alvitek
АльВиТек-CKK-1-610,"CKK-1-610 КПБ 1,5 Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек","",1,2545.0,3817.5,http://alvitek.com.ru/upload/iblock/02d/02dd3c3413944f993e454d91d900a3f0.jpeg,"",AlViTek (АльВиТек),"","",Полутороспальное,"","",50х70 (2шт.),145х215,160х230,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620701,"","","","",Alvitek
АльВиТек-CKK-1-611,"CKK-1-611 КПБ 1,5 Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек","",1,2545.0,3817.5,http://alvitek.com.ru/upload/iblock/e60/e60bd5bddefac5b22cba5caf3373a121.jpeg,"",AlViTek (АльВиТек),"","",Полутороспальное,"","",50х70 (2шт.),145х215,160х230,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620718,"","","","",Alvitek
АльВиТек-CKK-1-617,"CKK-1-617 КПБ 1,5 Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек","",1,2545.0,3817.5,http://alvitek.com.ru/upload/iblock/d6c/d6c8c90d718c46816187e7721737c8c1.jpeg,"",AlViTek (АльВиТек),"","",Полутороспальное,"","",50х70 (2шт.),145х215,160х230,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620732,"","","","",Alvitek
АльВиТек-CKK-1-620,"CKK-1-620 КПБ 1,5 Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек","",1,2545.0,3817.5,http://alvitek.com.ru/upload/iblock/61b/61b33bc8f4db54ff76525133ac9776f6.jpeg,"",AlViTek (АльВиТек),"","",Полутороспальное,"","",50х70 (2шт.),145х215,160х230,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620749,"","","","",Alvitek
АльВиТек-CKK-1-622,"CKK-1-622 КПБ 1,5 Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек","",1,2545.0,3817.5,http://alvitek.com.ru/upload/iblock/dd7/dd72e6cc145379f424e14c017084d73f.jpeg,"",AlViTek (АльВиТек),"","",Полутороспальное,"","",50х70 (2шт.),145х215,160х230,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620756,"","","","",Alvitek
АльВиТек-CKK-1-623,"CKK-1-623 КПБ 1,5 Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек","",2,2545.0,3817.5,http://alvitek.com.ru/upload/iblock/ef2/ef277bb9d53a750b63a76d3de2d2ab00.jpeg,"",AlViTek (АльВиТек),"","",Полутороспальное,"","",50х70 (2шт.),145х215,160х230,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620763,"","","","",Alvitek
АльВиТек-CKK-4-601,CKK-4-601 КПБ 2 СП Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",1,3168.0,4752.0,http://alvitek.com.ru/upload/iblock/5b0/5b02ba5f48c2973479fef5c95b2aa946.jpeg,"",AlViTek (АльВиТек),"","",Двуспальное,"","",50х70 (2шт.),175х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620770,"","","","",Alvitek
АльВиТек-CKK-4-606,CKK-4-606 КПБ 2 СП Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",2,3168.0,4752.0,http://alvitek.com.ru/upload/iblock/a02/a02c90e2e4bb3a15373138523ee4bb03.jpeg,"",AlViTek (АльВиТек),"","",Двуспальное,"","",50х70 (2шт.),175х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620787,"","","","",Alvitek
АльВиТек-CKK-4-607,CKK-4-607 КПБ 2 СП Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",3,3168.0,4752.0,http://alvitek.com.ru/upload/iblock/7db/7db1a0475d38b3287e79df87f019dba1.jpeg,"",AlViTek (АльВиТек),"","",Двуспальное,"","",50х70 (2шт.),175х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620794,"","","","",Alvitek
АльВиТек-CKK-4-609,CKK-4-609 КПБ 2 СП Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",1,3168.0,4752.0,http://alvitek.com.ru/upload/iblock/245/245b4f05f2964949f4fe91fc3a49312b.jpeg,"",AlViTek (АльВиТек),"","",Двуспальное,"","",50х70 (2шт.),175х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620800,"","","","",Alvitek
АльВиТек-CKK-4-610,CKK-4-610 КПБ 2 СП Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",2,3168.0,4752.0,http://alvitek.com.ru/upload/iblock/588/588b52fd8c0a62b3aea5cebefc93df87.jpeg,"",AlViTek (АльВиТек),"","",Двуспальное,"","",50х70 (2шт.),175х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620817,"","","","",Alvitek
АльВиТек-CKK-4-611,CKK-4-611 КПБ 2 СП Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",1,3168.0,4752.0,http://alvitek.com.ru/upload/iblock/1f4/1f48b9555727cc13402aa4282c46b4c9.jpeg,"",AlViTek (АльВиТек),"","",Двуспальное,"","",50х70 (2шт.),175х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620824,"","","","",Alvitek
АльВиТек-CKK-4-613,CKK-4-613 КПБ 2 СП Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",2,3168.0,4752.0,http://alvitek.com.ru/upload/iblock/1e7/1e72daa23476e64ae45fc979b5456fe9.jpeg,"",AlViTek (АльВиТек),"","",Двуспальное,"","",50х70 (2шт.),175х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620831,"","","","",Alvitek
АльВиТек-CKK-4-617,CKK-4-617 КПБ 2 СП Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",1,3168.0,4752.0,http://alvitek.com.ru/upload/iblock/d60/d60c3d649a7c24ec68af95f50edfe432.jpeg,"",AlViTek (АльВиТек),"","",Двуспальное,"","",50х70 (2шт.),175х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620848,"","","","",Alvitek
АльВиТек-CKK-4-620,CKK-4-620 КПБ 2 СП Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",3,3168.0,4752.0,http://alvitek.com.ru/upload/iblock/353/3534671d188010791aac9e959fe3d62f.jpeg,"",AlViTek (АльВиТек),"","",Двуспальное,"","",50х70 (2шт.),175х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620855,"","","","",Alvitek
АльВиТек-CKK-4-622,CKK-4-622 КПБ 2 СП Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",2,3168.0,4752.0,http://alvitek.com.ru/upload/iblock/4fc/4fcc253a585d80c32464f3380e73886a.jpeg,"",AlViTek (АльВиТек),"","",Двуспальное,"","",50х70 (2шт.),175х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620862,"","","","",Alvitek
АльВиТек-CKK-4-623,CKK-4-623 КПБ 2 СП Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",3,3168.0,4752.0,http://alvitek.com.ru/upload/iblock/51b/51bb0331414d81d9024a9bef2a7d8a81.jpeg,"",AlViTek (АльВиТек),"","",Двуспальное,"","",50х70 (2шт.),175х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620879,"","","","",Alvitek
АльВиТек-CKK-6-601,CKK-6-601 КПБ Евро Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",2,3570.0,5355.0,http://alvitek.com.ru/upload/iblock/a28/a283d02f2590971ffd0b2ca462773d99.jpeg,"",AlViTek (АльВиТек),"","",Евро,"","",50х70 (2шт.),200х220,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620886,"","","","",Alvitek
АльВиТек-CKK-6-606,CKK-6-606 КПБ Евро Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",3,3570.0,5355.0,http://alvitek.com.ru/upload/iblock/2f7/2f77d1ccd9a0ba0bcd5a109c6c157edf.jpeg,"",AlViTek (АльВиТек),"","",Евро,"","",50х70 (2шт.),200х220,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620893,"","","","",Alvitek
АльВиТек-CKK-6-607,CKK-6-607 КПБ Евро Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",3,3570.0,5355.0,http://alvitek.com.ru/upload/iblock/f0b/f0be0e044e4fc0608c69d0370c909232.jpeg,"",AlViTek (АльВиТек),"","",Евро,"","",50х70 (2шт.),200х220,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620909,"","","","",Alvitek
АльВиТек-CKK-6-609,CKK-6-609 КПБ Евро Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",1,3570.0,5355.0,http://alvitek.com.ru/upload/iblock/df0/df0dbe12a6c7d4161d31c1540ad1ad06.jpeg,"",AlViTek (АльВиТек),"","",Евро,"","",50х70 (2шт.),200х220,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620916,"","","","",Alvitek
АльВиТек-CKK-6-610,CKK-6-610 КПБ Евро Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",1,3570.0,5355.0,http://alvitek.com.ru/upload/iblock/22c/22c2f2fe50188541cbf34167affb7c40.jpeg,"",AlViTek (АльВиТек),"","",Евро,"","",50х70 (2шт.),200х220,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620923,"","","","",Alvitek
АльВиТек-CKK-6-611,CKK-6-611 КПБ Евро Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",2,3570.0,5355.0,http://alvitek.com.ru/upload/iblock/d4f/d4fd3a43ab86820329c2b83e1a25d53b.jpeg,"",AlViTek (АльВиТек),"","",Евро,"","",50х70 (2шт.),200х220,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620930,"","","","",Alvitek
АльВиТек-CKK-6-613,CKK-6-613 КПБ Евро Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",2,3570.0,5355.0,http://alvitek.com.ru/upload/iblock/012/012adde8f79de981f94a70687f2001df.jpeg,"",AlViTek (АльВиТек),"","",Евро,"","",50х70 (2шт.),200х220,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620947,"","","","",Alvitek
АльВиТек-CKK-6-617,CKK-6-617 КПБ Евро Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",2,3570.0,5355.0,http://alvitek.com.ru/upload/iblock/fe3/fe3d5c40b287836b075a5fb11afb619f.jpeg,"",AlViTek (АльВиТек),"","",Евро,"","",50х70 (2шт.),200х220,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620954,"","","","",Alvitek
АльВиТек-CKK-6-620,CKK-6-620 КПБ Евро Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",3,3570.0,5355.0,http://alvitek.com.ru/upload/iblock/2fd/2fd8de13751cb95c2b235b6b5eca8c85.jpeg,"",AlViTek (АльВиТек),"","",Евро,"","",50х70 (2шт.),200х220,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620961,"","","","",Alvitek
АльВиТек-CKK-6-622,CKK-6-622 КПБ Евро Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",1,3570.0,5355.0,http://alvitek.com.ru/upload/iblock/164/16433f03133a32d5c8b4c704a3b4ee7c.jpeg,"",AlViTek (АльВиТек),"","",Евро,"","",50х70 (2шт.),200х220,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620978,"","","","",Alvitek
АльВиТек-CKK-6-623,CKK-6-623 КПБ Евро Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",2,3570.0,5355.0,http://alvitek.com.ru/upload/iblock/f61/f618bc89c45e243d6e8952196fa34994.jpeg,"",AlViTek (АльВиТек),"","",Евро,"","",50х70 (2шт.),200х220,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925620985,"","","","",Alvitek
АльВиТек-CKK-7-601,CKK-7-601 КПБ Семья Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",1,4259.0,6388.5,http://alvitek.com.ru/upload/iblock/3e7/3e7b452a4b480dc21ba0b364a6a2d2be.jpeg,"",AlViTek (АльВиТек),"","",Семейное (2 пододеяльника),"","",50х70 (2шт.),145х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925621135,"","","","",Alvitek
АльВиТек-CKK-7-607,CKK-7-607 КПБ Семья Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",2,4259.0,6388.5,http://alvitek.com.ru/upload/iblock/4e1/4e121e6da3042cb0941fb236564b91bd.jpeg,"",AlViTek (АльВиТек),"","",Семейное (2 пододеяльника),"","",50х70 (2шт.),145х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925621005,"","","","",Alvitek
АльВиТек-CKK-7-609,CKK-7-609 КПБ Семья Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",1,4259.0,6388.5,http://alvitek.com.ru/upload/iblock/cd7/cd788df577eec62dcf41ed618cb1ec1b.jpeg,"",AlViTek (АльВиТек),"","",Семейное (2 пододеяльника),"","",50х70 (2шт.),145х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925621012,"","","","",Alvitek
АльВиТек-CKK-7-610,CKK-7-610 КПБ Семья Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",2,5201.0,7801.5,http://alvitek.com.ru/upload/iblock/102/102ca9e0931fe49b40aeb06e8c203766.jpeg,"",AlViTek (АльВиТек),"","",Семейное (2 пододеяльника),"","",50х70 (2шт.),145х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925621029,"","","","",Alvitek
АльВиТек-CKK-7-611,CKK-7-611 КПБ Семья Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",1,4259.0,6388.5,http://alvitek.com.ru/upload/iblock/fff/fff07d9c3a8aae0dfbf62302c7e442f7.jpeg,"",AlViTek (АльВиТек),"","",Семейное (2 пододеяльника),"","",50х70 (2шт.),145х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925621036,"","","","",Alvitek
АльВиТек-CKK-7-617,CKK-7-617 КПБ Семья Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",1,4259.0,6388.5,http://alvitek.com.ru/upload/iblock/331/331a4dfaf4897c7a4fe2edc8dcfbe1bc.jpeg,"",AlViTek (АльВиТек),"","",Семейное (2 пододеяльника),"","",50х70 (2шт.),145х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925621050,"","","","",Alvitek
АльВиТек-CKK-7-620,CKK-7-620 КПБ Семья Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",1,4259.0,6388.5,http://alvitek.com.ru/upload/iblock/c79/c79d674023180c7f1925307c2f80f91c.jpeg,"",AlViTek (АльВиТек),"","",Семейное (2 пододеяльника),"","",50х70 (2шт.),145х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925621067,"","","","",Alvitek
АльВиТек-CKK-7-622,CKK-7-622 КПБ Семья Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",2,5201.0,7801.5,http://alvitek.com.ru/upload/iblock/1bf/1bfaf7caa8237bc6853b0c56670407d0.jpeg,"",AlViTek (АльВиТек),"","",Семейное (2 пододеяльника),"","",50х70 (2шт.),145х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925621074,"","","","",Alvitek
АльВиТек-CKK-7-623,CKK-7-623 КПБ Семья Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",2,4259.0,6388.5,http://alvitek.com.ru/upload/iblock/3e3/3e3b3b87ce522948ad69e4a80d04c4f5.jpeg,"",AlViTek (АльВиТек),"","",Семейное (2 пододеяльника),"","",50х70 (2шт.),145х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925621081,"","","","",Alvitek
АльВиТек-CKK-1-614,"CKK-1-614 КПБ 1,5 Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек","",3,2545.0,3817.5,http://alvitek.com.ru/upload/iblock/c43/c43a85b77fe2a7ca784555aea03a50aa.jpeg,"",AlViTek (АльВиТек),"","",Полутороспальное,"","",50х70 (2шт.),145х215,160х230,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925621098,"","","","",Alvitek
АльВиТек-CKK-4-614,CKK-4-614 КПБ 2 СП Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",2,3168.0,4752.0,http://alvitek.com.ru/upload/iblock/b4e/b4e2e4de508fbf65ed2428b9c81edc84.jpeg,"",AlViTek (АльВиТек),"","",Двуспальное,"","",50х70 (2шт.),175х215,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925621104,"","","","",Alvitek
АльВиТек-CKK-6-614,CKK-6-614 КПБ Евро Сатин печатный нав-ки ( 50х70 х 2 шт ) в крафт  коробке АльВиТек,"",3,3570.0,5355.0,http://alvitek.com.ru/upload/iblock/cc9/cc9f15abc9707b212eff410a4dad7eaf.jpeg,"",AlViTek (АльВиТек),"","",Евро,"","",50х70 (2шт.),200х220,230х240,Обычная,"","","","","","","",Сатин,"","",50х70(2шт) -запах,Молния,"","","",Крафтовая Коробка,"","","","",2000925621111,"","","","",Alvitek
